continent_id,name,description,image_url,government_type,ruler,population,capital,language,currency,military,economy,culture,history,relations,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e0d8414d3d2f7724deb9d2,Thesk,"Une nation de marchands et de guerriers située à la frontière orientale de Faerûn. Thesk sert de pont commercial entre l'Ouest et les terres lointaines de Kara-Tur, avec une population diverse incluant de nombreux gnolls civilisés.",,oligarchy,Conseil des Marchands,1 000 000 habitants,Telflamm,"Damaran, diverses langues",Pièces de Thesk,,,,,,,68e1324c47431be235abd345,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Narfell,"Les vestiges d'un ancien empire démoniaque, Narfell est maintenant une terre gelée de steppes balayées par le vent. Des tribus barbares nomades parcourent ces terres, évitant les ruines maudites qui parsèment le paysage.",,tribal,Chefs tribaux Nar,180 000 habitants,Aucune (nomades),"Damaran, Nar",Commerce de troc,,,,,,,68e1324c47431be235abd34e,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Durpar,"Une nation marchande prospère connue pour ses caravanes qui parcourent tout Faerûn. Durpar valorise le commerce honnête, la stabilité et les bonnes relations avec ses voisins. La nation est gouvernée par des marchands-princes riches.",,oligarchy,Conseil des Marchands-Princes,800 000 habitants,Vaelan,Durpari,Pièce d'or Durpari,,,,,,,68e1324c47431be235abd34f,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Westgate,"Une cité portuaire notoire connue pour ses guildes de voleurs, ses marchands corrompus et ses intrigues politiques constantes. Westgate est un paradis pour les aventuriers, les escrocs et ceux qui cherchent fortune par n'importe quel moyen.",,oligarchy,Conseil des Magistrats (contrôlé par la Nuit des Masques),350 000 habitants,Westgate,"Commun, Chondathan",Diverses monnaies,,,,,,,68e1324c47431be235abd353,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Procampur,"Une cité-état commerçante sur la Mer Intérieure, Procampur est un hub commercial important mais en déclin. La ville lutte pour maintenir sa pertinence face à des rivaux plus puissants comme Westgate et les villes de Sembia.",,oligarchy,Conseil des Marchands,200 000 habitants,Procampur,Commun,Diverses monnaies,,,,,,,68e1324c47431be235abd354,2025-10-04T14:42:20.121000,2025-10-04T14:42:20.121000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Amn,"Une ploutocratie marchande puissante, Amn est gouvernée par le Conseil des Six. Le pays est obsédé par l'accumulation de richesses et le commerce, avec une tolérance marquée pour les activités douteuses si elles sont profitables.",,oligarchy,Le Conseil des Six,2 000 000 habitants,Athkatla,"Commun, Chondathan",Danter (pièce d'or),,,,,,,68e131e677aa3bd840b8055a,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Rashemen,"Une nation guerrière du nord-est, Rashemen est connue pour ses Berserkers féroces et ses puissantes sorcières, les Wychlaran. Le pays maintient ses traditions anciennes et résiste farouchement à toute invasion.",,theocracy,Iron Lord et les Wychlaran,1 400 000 habitants,Immilmar,Rashemi,Diverses monnaies,,,,,,,68e131e677aa3bd840b8055b,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Halruaa,"Une nation isolée de puissants mages au sud de Faerûn. Halruaa est entourée de montagnes et protégée par des tempêtes magiques. Le pays est réputé pour ses navires volants, ses objets magiques et ses écoles de magie.",,oligarchy,Conseil des Arcanistes,650 000 habitants,Halarahh,Halruaan,Livre d'électrum,,,,,,,68e131e677aa3bd840b8055e,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Impiltur,"Un royaume anciennement prospère, maintenant en reconstruction après des décennies de chaos et d'invasion démoniaque. Impiltur cherche à retrouver sa gloire passée sous un nouveau leadership.",,monarchy,Reine Sambryl,1 100 000 habitants,Lyrabar,"Commun, Damaran",Gondegal (pièce d'or),,,,,,,68e131e677aa3bd840b8055f,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Cité-État d'Elturgard,"Une théocratie dédiée au dieu Torm, Elturgard brille littéralement grâce à un compagnon solaire magique qui protège la région. La nation est connue pour ses paladins, les Hellriders, qui protègent les routes contre les démons.",,theocracy,Haut Observateur,400 000 habitants,Elturel,Commun,Diverses monnaies,,,,,,,68e131e677aa3bd840b80563,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Damara,"Un royaume nordique robuste, récemment libéré de la tyrannie du Sorcier-Roi Zhengyi. Damara est gouvernée par le héros légendaire Gareth Dragonsbane et connue pour ses guerriers courageux et ses mines riches.",,monarchy,Roi Gareth Dragonsbane,900 000 habitants,Heliogabalus,Damaran,Bloodstone (gemme),,,,,,,68e131e677aa3bd840b80560,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Turmish,"Une démocratie marchande sur la côte de la Mer Intérieure, Turmish est connue pour son commerce prospère, ses druides influents et son système de gouvernement démocratique unique parmi les nations de Faerûn.",,democracy,Assemblée des Étoiles,1 300 000 habitants,Alaghôn,"Commun, Turmic",Dragon d'électrum,,,,,,,68e131e677aa3bd840b80561,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Chessenta,"Une collection de cités-états guerrières qui se disputent constamment le pouvoir et le territoire. Chessenta est influencée par une culture de type grec ancien, avec des champions héroïques et des dieux actifs.",,other,Multiples seigneurs de guerre,2 200 000 habitants,Luthcheq (principale cité),Chessentan,Diverses monnaies locales,,,,,,,68e131e677aa3bd840b80562,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Mulhorand,"Une théocratie ancienne où les dieux marchent parmi les mortels sous forme d'incarnations divines. Mulhorand possède une culture richement influencée par l'Égypte antique, avec des pyramides, des pharaons et une magie divine puissante.",,theocracy,Le Pharaon (incarnation de Horus-Rê),5 000 000 habitants,Skuld,Mulhorandi,Pièces à l'effigie des dieux,,,,,,,68e131e677aa3bd840b8055d,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Calimshan,"Une nation ancienne et exotique au sud de Faerûn, Calimshan est connue pour ses déserts brûlants, ses cités opulentes et son histoire riche en magie des génies. Le pays est un centre de commerce de luxe et d'intrigues.",,monarchy,Pacha Syl-Pasha,3 500 000 habitants,Calimport,Alzhedo,Dinar d'or,,,,,,,68e131e677aa3bd840b80559,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Aglarond,"Un royaume forestier gouverné par la légendaire Simbul, une des Sept Sœurs et l'une des plus puissantes mages de Faerûn. Aglarond est un bastion contre l'expansion de Thay et abrite de nombreux demi-elfes.",,monarchy,La Simbul (Alassra Shentrantra),900 000 habitants,Velprintalar,"Aglarondan, Elfique",Thaele (pièce d'électrum),,,,,,,68e131e677aa3bd840b8055c,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Vaasa,"Une terre sauvage et désolée au nord, autrefois le domaine du Sorcier-Roi Zhengyi. Vaasa est maintenant une frontière ouverte aux colons courageux, aux chasseurs de trésors et aux monstres dangereux.",,anarchy,Aucun (terres sauvages),150 000 habitants,Aucune,"Damaran, Commun",Diverses monnaies,,,,,,,68e131e677aa3bd840b80564,2025-10-04T14:40:38.010000,2025-10-04T14:40:38.010000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Thay,"Une magiocratie sombre et puissante, Thay est gouvernée par les Mages Rouges, des nécromanciens et évocateurs redoutables. Le pays est connu pour son commerce d'esclaves, ses enclaves magiques et son ambition de domination magique.",,oligarchy,"Szass Tam, Zulkir de la Nécromancie",4 900 000 habitants,Eltabbar,"Thayan, Mulhorandi",Tarenth (pièce de platine),,,,,,,68e131e677aa3bd840b80555,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Cormyr,"Le Royaume de la Forêt et du Dragon, Cormyr est une monarchie prospère et stable, gouvernée par la famille Obarskyr depuis plus de mille ans. Connu pour ses chevaliers pourpres et ses mages de guerre, c'est l'un des royaumes les plus puissants et civilisés de Faerûn.",,monarchy,Roi Azoun V Obarskyr,1 500 000 habitants,Suzail,"Commun, Chondathan","Lion d'or, Corbeau d'argent",,,,,,,68e131e677aa3bd840b80551,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Les Vaux,"Une confédération lâche de communautés rurales et de petites villes nichées dans les vallées entre Cormyr et Sembia. Les Valois sont connus pour leur indépendance farouche, leur hospitalité et leurs héros légendaires.",,democracy,Conseils locaux indépendants,800 000 habitants,Aucune (décentralisé),"Commun, Chondathan",Diverses monnaies,,,,,,,68e131e677aa3bd840b80557,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Neverwinter,"La Cité des Artisans Qualifiés, Neverwinter est célèbre pour ses sources chaudes qui réchauffent la ville même en plein hiver. Reconstruite après sa destruction par le volcan du Mont Hotenow, elle est en pleine renaissance sous le règne de Lord Neverember.",,monarchy,Lord Protecteur Dagult Neverember,500 000 habitants,Neverwinter,"Commun, Illuskan",Lune d'électrum,,,,,,,68e131e677aa3bd840b80553,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Baldur's Gate,"Une cité-état portuaire animée et cosmopolite, Baldur's Gate est un centre majeur du commerce et de l'intrigue politique. Gouvernée par le Conseil des Quatre et les Ducs, la ville est connue pour son atmosphère de liberté et d'opportunisme.",,oligarchy,Le Conseil des Quatre,800 000 habitants,Baldur's Gate,"Commun, Chondathan",Patriar (pièce d'or locale),,,,,,,68e131e677aa3bd840b80554,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Luskan,"La Cité des Voiles, Luskan est un port notoire contrôlé par cinq Capitaines de Navires et leurs équipages. La ville est un repaire de pirates, de contrebandiers et d'aventuriers, avec une réputation sombre mais prospère.",,oligarchy,Les Cinq Capitaines de Navires,300 000 habitants,Luskan,"Commun, Illuskan",Diverses monnaies,,,,,,,68e131e677aa3bd840b80558,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Sembia,"Une nation marchande prospère, Sembia est gouvernée par de riches familles de négociants. Le pays valorise le commerce et l'accumulation de richesses au-dessus de tout, et ses marchands sont présents dans toute Faerûn.",,oligarchy,Conseil des Marchands,1 200 000 habitants,Ordulin,"Commun, Chondathan","Noble d'or, Raven d'argent",,,,,,,68e131e677aa3bd840b80556,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d8414d3d2f7724deb9d2,Waterdeep,"La Cité des Splendeurs, Waterdeep est la plus grande et la plus cosmopolite des cités de la Côte des Épées. Centre majeur du commerce, de la culture et de l'aventure, elle est gouvernée par les Seigneurs Masqués et protégée par la Force Grise.",,oligarchy,Les Seigneurs Masqués de Waterdeep,2 000 000 habitants,Waterdeep,"Commun, diverses langues","Dragon d'or, Taol d'argent",,,,,,,68e131e677aa3bd840b80552,2025-10-04T14:40:38.009000,2025-10-04T14:40:38.009000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Wolf Nomads,"Les Wolf Nomads sont un autre peuple barbare nomade, cousins des Rovers, vivant dans les plaines et forêts au nord-ouest. Ces guerriers-chasseurs sont réputés pour leur connexion avec les loups, qu'ils élèvent et avec lesquels ils chassent et combattent. Organisés en clans de loups, ils sont légèrement moins nomades que les Rovers, établissant des campements semi-permanents. Les Wolf Nomads sont des pisteurs experts, des guerriers féroces et des alliés loyaux de ceux qui gagnent leur respect.",,tribal,"Tarkhan Bargru (partagé avec Rovers, mais chefs locaux plus autonomes)",100 000 nomades,"Aucune (campements, lieu sacré : Eru-Tovar partagé)","Ordai, Commun","Troc, fourrures",Guerriers-chasseurs avec loups de guerre : infanterie et cavalerie avec compagnons loups. Environ 20 000 guerriers. Excellents éclaireurs et rangers.,"Semi-nomade : chasse (fourrures de qualité), élevage de loups et chevaux, pêche, cueillette, pillage rare. Commerce de fourrures avec Tiger Nomads et autres.","Culture barbare centrée sur le loup. Totems de loup, esprits animaux. Traditions chamaniques fortes. Chasse rituelle. Liberté et nature. Moins agressifs que Rovers.",Branche des barbares du nord partageant origines avec Rovers. Ont développé lien unique avec loups. Défendu terres contre Iuz. Parfois alliés de Rovers.,Alliés proches des Rovers et Tiger Nomads. Amis occasionnels de Perrenland. Hostiles à Iuz. Méfiants envers civilisation mais moins que Rovers.,Excellents pour rangers barbares et druides. Loups de guerre sont compagnons féroces. Totems et chamanisme. Culture inspirée par Amérindiens/Vikings. Plus spirituels que Rovers.,68e0c4731eaf2b4a56521269,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,La Société Cornue,"La Société Cornue était une théocratie diabolique maléfique dirigée par mystérieux Hierarchs portant cornes démoniaques. Cette nation terrifiante adorait des fiélons et pratiquait sacrifices et magie noire. Heureusement, Iuz a conquis et détruit la Société Cornue lors des Guerres de Greyhawk, libérant involontairement la région d'un grand Mal... pour la placer sous son propre joug démoniaque. Les survivants de la Société Cornue sont dispersés, certains servant Iuz, d'autres complotant vengeance.",,other,Conquise par Iuz (auparavant les Hierarchs),100 000 sous occupation d'Iuz (auparavant 150 000),"Molag (occupée par Iuz, auparavant capitale de la Horned Society)","Commun, Infernal",Aucune actuellement (Iuz contrôle),"Détruite. Forces d'Iuz occupent maintenant. Auparavant : cultistes, guerriers démoniaques, prêtres maléfiques.",Détruite par conquête. Sous contrôle d'Iuz maintenant.,"Culture diabolique détruite. Auparavant : culte de démons, sacrifices, magie noire, théocratie maléfique stricte.",Fondée par culte diabolique. Régna par terreur pendant décennies. Conquise par Iuz qui voyait en eux rivaux. Hierarchs tués ou dispersés. Maintenant territoire d'Iuz.,N'existe plus comme nation. Auparavant : haïe par tous les voisins. Maintenant partie de l'empire d'Iuz.,Nation historique détruite. Vestiges de La Société Cornue peuvent être rencontrés (cultistes survivants). Ruines de temples diaboliques. Artefacts infernaux cachés. Certains Hierarchs ont peut-être survécu.,68e0c4731eaf2b4a5652126e,2025-10-04T06:53:39.252000,2025-10-04T07:18:37.656000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Rovers of the Barrens,"Les Rovers of the Barrens sont un peuple nomade de barbares cavaliers vivant dans les steppes glaciales du nord-est. Ces guerriers féroces et libres parcourent les Barrens avec leurs troupeaux, chassent le gibier et razzient occasionnellement les terres civilisées. Organisés en tribus indépendantes reconnaissant vaguement l'autorité d'un Tarkhan (chef suprême), les Rovers sont des cavaliers incomparables et des archers experts. Ils méprisent la décadence des royaumes du sud et valorisent la liberté, le courage et l'honneur tribal.",,tribal,Tarkhan Bargru (chef des chefs),150 000 nomades,"Aucune (campements nomades, lieu de rassemblement : Eru-Tovar)","Ordai (langue barbare), Commun","Troc, pillage","Guerriers montés exceptionnels : cavalerie légère ultra-mobile, archers à cheval. Environ 30 000 guerriers disponibles. Tactiques de raid et de harcèlement.","Nomade : élevage (chevaux, moutons), chasse, pêche dans lacs glacés, pillage occasionnel, commerce limité de fourrures et chevaux.","Culture barbare nomade. Traditions orales, contes héroïques. Respect des anciens et des guerriers. Liberté primordiale. Fêtes tribales. Méfiance envers civilisation.",Descendant d'anciens nomades. Ont toujours parcouru les Barrens. Repoussé invasions d'Iuz et autres menaces. Maintenu indépendance farouche.,"Indépendants et méfiants. Relations tendues avec tous les voisins. Raids occasionnels en Tenh, Fruztii. Guerre intermittente avec Iuz. Respectent force et courage.",Excellents pour PJ barbares. Culture basée sur Mongols/Huns. Cavaliers parmi les meilleurs du monde. Tarkhan peut unir tribus contre menaces majeures. Libres et fiers.,68e0c4731eaf2b4a56521268,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Shield Lands,"Les Shield Lands étaient autrefois un royaume-tampon puissant et honorable défendant le nord contre les hordes d'Iuz. Ce royaume de chevaliers et de paladins était réputé pour sa bravoure et son dévouement au Bien. Malheureusement, lors des Guerres de Greyhawk, Iuz a conquis et détruit les Shield Lands, massacrant ou asservissant la population. Aujourd'hui, c'est une terre désolée occupée par les forces d'Iuz, mais un gouvernement en exil basé à Admundfort (en Furyondy) prépare la reconquête. Les réfugiés rêvent de libérer leur patrie.",,monarchy,Earl Holmer (en exil à Admundfort),"Autrefois 250 000, maintenant 50 000 sous occupation + 150 000 réfugiés",Admundfort (détruite et occupée par Iuz),Commun,Aucune actuellement (utilisent monnaie de Furyondy),Armée en exil : 5 000 chevaliers et soldats déterminés basés en Furyondy. Résistance clandestine dans les Shield Lands occupées. Planifient la reconquête.,Détruite. Dépendent de l'aide de Furyondy et Veluna. Réfugiés travaillent comme mercenaires ou agriculteurs.,Culture chevaleresque forte malgré la défaite. Code d'honneur strict. Détermination à reconquérir leur terre. Haine profonde d'Iuz. Loyauté envers Earl Holmer.,Royaume fondé pour défendre contre Iuz. A tenu pendant des décennies. Vaincu lors des Guerres de Greyhawk malgré résistance héroïque. Earl Holmer mène gouvernement en exil.,"Allié de Furyondy (hôte), Veluna. Soutenu par Greyhawk et Highfolk. En guerre totale avec Iuz. Cherche aide pour reconquête.",Tragédie héroïque. Excellente source de quêtes de libération. Chevaliers en exil disponibles comme PNJ. Résistance dans terres occupées. Earl Holmer est chef inspirant.,68e0c4731eaf2b4a56521267,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Tiger Nomads,"Les Tiger Nomads sont le troisième grand peuple barbare nomade, vivant dans les steppes à l'ouest des Wolf Nomads. Comme leur nom l'indique, ils révèrent le tigre et certains clans élèvent de grands félins pour la chasse et la guerre. Ces guerriers sont réputés pour leur férocité au combat et leur fierté. Ils sont les plus isolés des trois peuples barbares et les moins enclins au commerce ou à l'alliance avec les terres civilisées.",,tribal,Khan Ogobanuk (chef des Tiger Nomads),80 000 nomades,Aucune (campements mobiles),"Ordai, dialecte Tiger",Troc,"Guerriers féroces avec grands félins : cavalerie avec tigres de guerre (rares), guerriers d'élite, archers. Environ 15 000 guerriers. Combat brutal et direct.","Nomade : élevage, chasse (fourrures exotiques), pillage occasionnel de caravanes. Commerce minimal.","Culture barbare centrée sur le tigre. Totems félins, guerriers-fauves. Plus sauvages et isolés. Scarifications rituelles. Traditions orales de chasse héroïque.",La plus isolée des tribus barbares. Moins de contact avec civilisation. Histoire de guerres tribales et de chasses légendaires. Résisté à toute tentative de conquête.,Alliés distants des Wolf et Rovers. Très méfiants envers tous les étrangers. Raids occasionnels contre Ket et autres. Hautement indépendants.,Les plus sauvages des barbares du nord. Tigres de guerre sont créatures redoutables. Culture inspirée par tribus d'Asie centrale. Peu d'interaction avec PJ sauf conflit ou quête spéciale.,68e0c4731eaf2b4a5652126a,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Bandit Kingdoms,"Les Bandit Kingdoms sont une collection anarchique de petits royaumes dirigés par seigneurs de guerre, bandits et tyrans. Situés au nord de la cité de Greyhawk, ces terres sans loi sont le refuge de criminels, mercenaires et exilés. Chaque 'royaume' n'est qu'un fief contrôlé par la force, changeant de maître régulièrement. Les guerres entre bandits sont constantes, et les raids contre voisins sont monnaie courante. Paradoxalement, certains bandits-rois maintiennent un semblant d'ordre dans leurs domaines.",,anarchy,"Multiples seigneurs de guerre (Boss Renard le Plus Malin à Stoink, etc.)","200 000 (criminels, paysans opprimés, mercenaires)","Aucune unifiée (Stoink, Riftcrag, Rookroost sont villes majeures)","Commun, dialectes variés",Variée (pièces volées de partout),"Bandes armées désorganisées : bandits, mercenaires, criminels armés. Total peut-être 25 000 mais jamais unifiés. Chaque 'roi' a sa propre bande.","Banditisme, racket, contrebande, rançons, raids. Commerce criminel florissant. Rookroost est havre de voleurs et assassins.","Anarchie criminelle. Loi du plus fort. Pas de culture unifiée. Guildes de voleurs, assassins, bandits. Trahison constante. Quelques seigneurs relativement 'honorables'.",Formées après effondrement de contrôle de Nyrond et Furyondy. Devenues refuges de criminels. Iuz a tenté de les conquérir avec succès partiel. Changement constant de pouvoir.,"En guerre ou conflit avec presque tous les voisins. Raids constants contre Nyrond, Shield Lands (avant chute), Furyondy. Certains rois bandits commerce avec autres pour profit. Iuz contrôle certains royaumes.",Excellente source d'antagonistes criminels. Rookroost est ville de voleurs notoire. Boss Renard est bandit-roi le plus célèbre (relativement honorable). Terres sans loi parfaites pour campagnes sombres.,68e0c4731eaf2b4a5652126d,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Perrenland,"Perrenland est une confédération alpine unique de huit cantons montagneux, peuplée de clans indépendants et fiers. Ce pays montagneux est réputé pour ses mercenaires experts (les Perrenders), ses fromages excellents et son neutralité farouche. Chaque canton est gouverné par un Hetman élu, et ensemble ils élisent le Voormann (chef suprême). Perrenland a résisté avec succès aux invasions grâce à son terrain difficile et ses guerriers aguerris. C'est un havre de liberté entre les grandes puissances.",,other,Voormann Franz von Keller,"400 000 habitants (humains, nains des montagnes, gnomes)",Schwartzenbruin,"Perren (dialecte germanique), Commun",Perren Marks,"Milices cantonales expertes : infanterie de montagne, arbalétriers, mercenaires renommés. Environ 20 000 soldats levés rapidement. Forteresses alpines. Mercenaires Perrenders célèbres partout.","Prospère : mercenaires (exportation majeure), mines, métallurgie, horlogerie, fromages et produits laitiers, élevage en montagne, passages de cols (péages).","Culture alpine indépendante. Démocratie cantonale, assemblées populaires. Neutralité stricte. Traditions montagnardes. Excellents alpinistes. Festivals de cors des Alpes.","Fondée par clans montagnards refusant domination extérieure. Résisté à Iuz, Furyondy et autres. Exportation de mercenaires depuis des siècles. Maintenu neutralité même lors des Guerres de Greyhawk.",Neutre avec presque tous. Relations commerciales (mercenaires) partout. Respecté pour neutralité. Ami discret de Highfolk et Veluna. Refuse implication dans conflits.,Inspiration Suisse claire. Excellents mercenaires disponibles pour recrutement. Terrain montagneux difficile pour invasions. Voormann est chef élu compétent. Culture démocratique unique.,68e0c4731eaf2b4a5652126b,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0a89ffbb307df3e4a9741,Pomarj,"Le Pomarj est une péninsule déchue, autrefois terres civilisées, maintenant repaire de gobelinoïdes, orques, ogres et autres créatures maléfiques. Conquise par des hordes humanoïdes il y a des décennies, cette région est devenue cauchemar pour ses voisins. Les cités humaines sont en ruines, remplacées par tanières et forteresses brutales. Le Pomarj lance raids constants contre County of Ulek, Principauté d'Ulek et nations voisines. Les humanoïdes se battent entre eux autant qu'ils attaquent les autres.",,anarchy,Aucun (chefs de guerre multiples en conflit),"300 000 (orques, gobelinoïdes, ogres, trolls, humains asservis)","Highport (cité pirate corrompue), Blue (forteresse hobgobelin)","Orque, Gobelin, Commun (corrompu)","Pillage, troc","Hordes désorganisées mais nombreuses : dizaines de milliers d'orques, gobelins, hobgobelins, ogres. Dangereux par nombre mais discipline faible. Raids constants.","Basée sur pillage, esclavage, piraterie. Highport est port pirate. Commerce criminel. Agriculture de subsistance forcée par esclaves.","Anarchie brutale. Loi du plus fort. Tribus en conflit constant. Cultes maléfiques. Pas de culture unifiée, juste survie et violence.",Autrefois terres du Prince of Ulek. Envahie par hordes humanoïdes lors de l'effondrement. Devenue repaire de monstres. Tentatives de reconquête ont toutes échoué.,"En guerre permanente avec tous les voisins civilisés. County of Ulek combat sans cesse les raids. Ennemis de Celene, Greyhawk, Principauté d'Ulek. Pirates à Highport attaquent navires.",Terre de chaos et de monstres. Excellente source d'adversaires. Highport contrôlée par Slavers (esclavagistes notoires). Dungeons et ruines abondent. Peut servir base pour campagnes contre humanoïdes.,68e0c4731eaf2b4a5652126c,2025-10-04T06:53:39.252000,2025-10-04T06:53:39.252000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
