world_id,name,description,image_url,images,alignment,divine_rank,domains,portfolio,symbol,favored_weapon,worshipers,clergy,temples,holy_days,dogma,avatar_description,divine_spells,notes,id,created_date,updated_date,created_by_id,created_by,is_sample
68e0d7bd6314e0ec169aea86,Shar,"Shar, la Dame de la Nuit, est la déesse des ténèbres, de la perte et de l'oubli. Jumelle maléfique de Selûne, Shar cherche à ramener le multivers à l'obscurité originelle. Elle incarne les aspects négatifs de l'obscurité : le désespoir, la trahison, les secrets malveillants. Ses fidèles œuvrent dans l'ombre pour semer le chaos et la destruction.",,,neutral_evil,greater,,"Ténèbres, nuit, perte, oubli, secrets",Disque noir entouré d'un anneau violet,Chakram,"Assassins, voleurs, nihilistes, ceux qui embrassent les ténèbres, magiciens des ombres","Les prêtres de Shar, appelés Ténébreux ou Nightcloaks, portent du noir et opèrent depuis des temples souterrains. Ils effacent des souvenirs, volent des secrets et répandent le désespoir.","Les temples de Shar sont cachés dans des cavernes profondes ou des cryptes oubliées, plongés dans l'obscurité totale. On y pratique des rituels pour effacer souvenirs et espoir.",Chaque nouvelle lune. Le Festin de la Lune est un jour de deuil et de perte pour les Sharrans.,Embrasser les ténèbres et la nuit. Créer la perte et l'oubli. Effacer ce qui déplaît. Cacher la vérité. Semer le désespoir.,"Shar apparaît comme une belle femme pâle aux cheveux noirs comme la nuit, vêtue de ténèbres tangibles. Ses yeux sont des puits d'obscurité sans fond.",,Shar et Selûne sont en conflit éternel depuis la création du monde. Shar a brièvement tué Mystra pendant le Temps des Troubles.,68e0da86d9e4b156670e9c61,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Baine,"Baine, le Seigneur Noir, est le dieu de la tyrannie, de la peur et de la haine. Il incarne la domination absolue et cherche à asservir tout Faerûn sous sa botte d'acier. Baine représente le pouvoir par la force, l'ordre imposé par la terreur et la hiérarchie stricte. Ses fidèles sont souvent des tyrans, des dictateurs et ceux qui recherchent le pouvoir à tout prix.",,,lawful_evil,greater,,"Tyrannie, peur, haine, conflit",Poing ganté noir tenant des éclairs,Morgenstern,"Tyrans, dictateurs, conquérants, tortionnaires, esclavagistes","Les prêtres de Baine, appelés Trémagistes ou Main Noire, portent du noir et dirigent par la peur. Ils établissent des hiérarchies strictes et écrasent toute opposition.",Les temples de Baine ressemblent à des forteresses sombres et oppressantes. On y trouve des chambres de torture et des prisons pour les « ennemis de l'ordre ».,Les Nuits des Hurlements (nouvelles lunes) sont des nuits de terreur orchestrée. Les sacrifices humains ne sont pas rares.,Servir Baine sans question. La force fait le droit. Écraser les faibles. Imposer l'ordre par la terreur. Étendre le pouvoir de Baine.,Baine apparaît comme un homme massif vêtu d'une armure noire imposante ornée de pointes et de symboles de terreur. Son visage inspire une peur surnaturelle.,,Baine a été tué pendant le Temps des Troubles mais est ressuscité à travers son fils Iyachtu Xvim. Il fait partie de la Trinité Noire avec Bhaal et Myrkul.,68e0da86d9e4b156670e9c66,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Tyr,"Tyr l'Équitable, le Dieu Manchot, est la divinité de la justice et du jugement. Il incarne la loi, l'ordre et la justice aveugle. Tyr a perdu sa main droite dans un acte de bravoure contre les démons. Ses fidèles sont des paladins, juges et tous ceux qui luttent pour un monde juste.",,,lawful_good,greater,,"Justice, loi, vengeance légitime",Balance posée sur un marteau de guerre,Épée longue,"Paladins, juges, magistrats, gardiens de la loi, ceux qui cherchent justice","Les prêtres de Tyr, appelés Tyrrans, portent des robes blanches et bleues. Ils servent comme juges, arbitres et champions de la justice. Beaucoup sont des paladins.","Les temples de Tyr ressemblent à des salles de tribunal, avec un grand siège de jugement au centre. On y trouve des prisons pour les criminels en attente de jugement.",Le jour de la Dextre Défaillante (13 Eleint) commémore le sacrifice de Tyr. Les Tyrrans jeûnent et méditent sur la justice.,"Révéler, contempler et punir les coupables. Montrer la miséricorde aux repentants. Frapper vite et sûrement ceux qui ne connaissent pas la pitié. Soutenir les faibles et protéger les innocents.","Tyr apparaît comme un guerrier robuste vêtu d'une armure de plates dorée, portant un bandeau sur les yeux pour symboliser sa justice aveugle. Son bras droit se termine au poignet.",,Tyr a temporairement abandonné la sphère des mortels mais est récemment revenu après la Sundering.,68e0da86d9e4b156670e9c5e,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Silvanus,"Silvanus, le Père Chêne, est le dieu de la nature sauvage et de l'équilibre naturel. Il représente la nature dans sa totalité - belle et terrible, nourricière et destructrice. Silvanus s'oppose à ceux qui détruisent la nature sans raison et prône l'harmonie entre civilisation et nature sauvage.",,,true_neutral,greater,,"Nature sauvage, druides, équilibre naturel",Feuille de chêne vert,Cimeterre,"Druides, rôdeurs, forestiers, fermiers, chasseurs","Les druides de Silvanus vivent dans les forêts et les lieux sauvages, protégeant la nature et maintenant l'équilibre. Ils portent des vêtements simples de couleurs naturelles.","Les temples de Silvanus sont des bosquets sacrés, des cercles de pierres anciennes, ou des cavernes naturelles. Rarement des structures construites.",Les équinoxes et solstices sont sacrés. Les Hauts Jours de l'Été (Solstice d'été) sont particulièrement importants.,Maintenir l'équilibre entre civilisation et nature. Protéger la nature sauvage. Punir ceux qui détruisent sans nécessité. Respecter les cycles naturels.,"Silvanus apparaît comme un homme d'âge mûr robuste, à la peau tannée, avec une longue barbe verte et des cheveux parsemés de feuilles et de branches. Des animaux l'accompagnent souvent.",,"Silvanus est le seigneur de Mielikki (déesse des forêts) et de Chauntea (déesse de l'agriculture), supervisant l'équilibre entre les deux.",68e0da86d9e4b156670e9c60,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Torm,"Torm le Vrai, le Loyal et Furieux, est le dieu du courage, du devoir et du sacrifice. Il représente l'idéal du paladin : courage inébranlable, loyauté absolue et volonté de se sacrifier pour le bien commun. Torm inspire ses fidèles à accomplir leur devoir peu importe les obstacles et à défendre les faibles contre l'injustice.",,,lawful_good,intermediate,,"Devoir, loyauté, obéissance, paladins, courage",Gantelet droit blanc,Épée grande,"Paladins, soldats loyaux, gardiens du bien, défenseurs des faibles","Les prêtres de Torm, appelés Champions, sont souvent des paladins. Ils portent des armures blanches et servent comme défenseurs du bien et de l'ordre.",Les temples de Torm ressemblent à des forteresses dédiées au bien. Ils servent de centres d'entraînement pour paladins et de refuges pour les opprimés.,Le Serment Sacré (13 Eleint) célèbre les paladins tombés au combat. Les fidèles renouvellent leurs vœux.,Le devoir avant tout. Protéger les faibles. Combattre le mal avec courage. La loyauté est sacrée. Être prêt à se sacrifier pour le bien commun.,"Torm apparaît comme un paladin parfait en armure étincelante, brandissant une épée sacrée. Il rayonne de détermination et de noblesse.",,"Torm est mort héroïquement pendant le Temps des Troubles en combattant Baine, mais a été ressuscité. Il fait partie de la Triade avec Tyr et Ilmater.",68e0da86d9e4b156670e9c69,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Garl Glittergold,"Garl Glittergold, le Farceur Étincelant, le Joyeux Gemmeur, est le dieu principal des gnomes. Il représente l'humour, l'ingéniosité, la création de gemmes et d'illusions, et la protection des gnomes. Garl enseigne que la vie doit être vécue avec joie et humour, et que même les situations les plus sombres peuvent être éclairées par un bon tour ou une blague bien placée.",,,lawful_good,intermediate,,"Gnomes, humour, gemmes, protection gnome, ingéniosité",Pépite d'or,Hache de guerre,"Gnomes, joailliers, illusionnistes, farceurs, inventeurs",Les prêtres de Garl portent des vêtements colorés ornés de gemmes. Ils utilisent l'humour pour enseigner et sont connus pour leurs farces élaborées.,"Les temples de Garl sont des merveilles d'ingéniosité, remplis de mécanismes astucieux, de gemmes scintillantes et de passages secrets. L'atmosphère y est joyeuse.",Le Festival des Gemmes célèbre la création et l'art des gemmes. Les gnomes échangent des cadeaux et jouent des tours.,Rire face au danger. Jouer des tours mais jamais cruels. Créer de belles choses. Protéger les gnomes. L'ingéniosité résout tous les problèmes.,"Garl apparaît comme un gnome robuste aux yeux pétillants de malice, vêtu d'habits fins ornés de gemmes scintillantes. Il porte une hache d'or et a toujours un sourire espiègle.",,Garl a autrefois piégé le dieu gobelin Maglubiyet dans une caverne en utilisant des illusions et de l'ingéniosité gnome.,68e0da86d9e4b156670e9c6c,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Mystra,"Mystra est la déesse de la magie, l'incarnation de la Toile elle-même. Elle supervise tous les lanceurs de sorts et veille à ce que la magie soit utilisée de manière responsable. Ses fidèles comprennent des mages, sorciers et tous ceux qui manipulent les arcanes. Mystra incarne l'équilibre entre la magie créatrice et destructrice.",,,neutral_good,greater,,"Magie, sorts, la Toile","Cercle de sept étoiles, ou une étoile à neuf branches entourée d'un anneau",Fléau d'armes,"Mages, sorciers, bardes, utilisateurs de magie arcane, érudits","Le clergé de Mystra, appelé les Azurés ou les Mages Mystras, porte des robes bleues décorées d'étoiles. Ils protègent les sites magiques, recherchent la magie perdue et combattent les abus de pouvoir magique.",Les temples de Mystra sont souvent construits dans des lieux imprégnés de magie résiduelle. Ils contiennent de vastes bibliothèques de sorts et servent de centres d'apprentissage magique.,Les Mystrans célèbrent les nuits d'étoiles filantes et les éclipses lunaires. Le 15 Marpenoth marque la Nuit des Azurés.,Promouvoir l'art de la magie et son usage responsable. Préserver la connaissance magique. S'opposer à ceux qui détruiraient ou corrompraient la Toile. Encourager la créativité magique.,"Mystra apparaît comme une belle femme humaine aux cheveux d'un bleu profond parsemés d'étoiles, vêtue de robes tissées de pure magie qui changent de couleur et de motif. Ses yeux brillent d'une lueur argentée.",,"Mystra a été tuée et ressuscitée plusieurs fois. L'actuelle Mystra est la troisième à porter ce nom, anciennement connue comme Minuit.",68e0da86d9e4b156670e9c5d,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Helm,"Helm, le Vigilant, le Dieu Gardien, est la divinité de la protection, de la vigilance et des gardiens. Il ne dort jamais et veille éternellement. Helm représente le devoir inébranlable et la protection des innocents. Ses fidèles sont des gardiens, des sentinelles et tous ceux qui prennent leur devoir au sérieux, peu importe le coût personnel.",,,lawful_neutral,intermediate,,"Protection, vigilance, gardiens, sentinelles",Œil ouvert dans un gantelet dressé,Épée bâtarde,"Gardes, sentinelles, mercenaires, paladins, protecteurs","Les prêtres de Helm, appelés Veilleurs ou Gardiens, portent des armures ornées de l'œil de Helm. Ils gardent des lieux importants et protègent les innocents.","Les temples de Helm sont des forteresses imprenables, toujours gardées. Ils servent souvent de refuges pour ceux en danger.",La Vigile de Helm (nuits sans lune) requiert que les fidèles restent éveillés toute la nuit en méditation vigilante.,Ne jamais dormir sur son poste. Le devoir avant tout. Protéger les faibles. La vigilance éternelle est le prix de la sécurité. Ne jamais abandonner son poste.,"Helm apparaît comme un guerrier imposant en armure complète, toujours alerte. Son heaume comporte un œil vigilant qui ne cligne jamais.",,"Helm a tué Mystra pendant le Temps des Troubles en accomplissant son devoir de garder Celestia, un acte qui l'a profondément marqué.",68e0da86d9e4b156670e9c67,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Corellon Larethian,"Corellon Larethian, le Créateur des Elfes, le Protecteur et Préservateur de la Vie, est le dieu principal du panthéon elfique. Il représente l'art, la magie, la poésie, la guerre et tous les aspects de la civilisation elfique. Corellon incarne la grâce, la beauté et l'excellence elfiques. Il est l'ennemi juré de Lolth et de Gruumsh.",,,chaotic_good,greater,,"Elfes, magie, arts, artisanat, poésie, guerre",Croissant de lune argenté,Arc long,"Elfes, demi-elfes, artistes, mages, archers, amoureux de la beauté","Les prêtres de Corellon portent des robes bleu et vert argenté. Ils préservent la culture elfique, enseignent les arts et protègent les communautés elfes.","Les temples de Corellon sont des merveilles architecturales intégrées harmonieusement à la nature, souvent au cœur des forêts elfiques. Ils contiennent de vastes bibliothèques et ateliers d'artisanat.",Les nuits de nouvelle lune et de pleine lune. Le Repli des Elfes commémore ceux qui sont partis pour Eternelle Rencontre.,Préserver la culture et l'héritage elfiques. Créer de la beauté. Perfectionner ses arts. Protéger les forêts. S'opposer à Lolth et Gruumsh.,"Corellon apparaît comme un elfe d'une beauté surnaturelle, androgyne, vêtu d'une armure mithril étincelante ornée de motifs de feuilles. Il porte un arc long et une épée longue légendaires.",,Corellon a créé la race elfique et continue de veiller sur elle. Il a autrefois crevé l'œil de Gruumsh dans une bataille légendaire.,68e0da86d9e4b156670e9c6a,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
68e0d7bd6314e0ec169aea86,Selûne,"Selûne, Notre Dame d'Argent, est la déesse de la lune, des étoiles, de la navigation et des voyageurs nocturnes. Jumelle de Shar, elle représente les aspects positifs de la nuit : guidance, mystère, amour. Selûne protège ceux qui voyagent la nuit et guide les égarés. Elle est une ennemie implacable de sa sœur Shar.",,,chaotic_good,greater,,"Lune, étoiles, navigation, voyageurs, lycanthropes bienveillants",Paire d'yeux entourés de sept étoiles,Masse d'armes,"Navigateurs, marins, voyageurs, traqueurs de morts-vivants, lycanthropes bienveillants, femmes","Les prêtres de Selûne, appelés Argentés ou Clairs de Lune, portent des robes blanches et argentées. Ils aident les voyageurs, protègent contre les morts-vivants et traquent les serviteurs de Shar.",Les temples de Selûne ont des toits ouverts ou des dômes de verre pour laisser entrer la lumière de la lune. Ils servent souvent de refuges pour les voyageurs.,La pleine lune est sacrée. Les Mystères de la Nuit (nouvelle lune) sont un temps de contemplation silencieuse.,Guider les égarés. Protéger les voyageurs de la nuit. Combattre Shar et ses serviteurs. Accepter le changement comme la lune change de phase.,Selûne apparaît comme une femme gracieuse à la peau laiteuse et aux cheveux d'argent brillant. Elle porte une robe de soie blanche parsemée d'étoiles et irradie une douce lumière lunaire.,,Selûne et Shar ont créé le monde de Toril ensemble mais se sont immédiatement battues pour sa nature. Leur conflit continue depuis.,68e0da86d9e4b156670e9c62,2025-10-04T08:27:50.614000,2025-10-04T08:27:50.614000,68d133369c4bfb4942ca73e3,greg.demeulenaere@gmail.com,FALSE
